bet_id,event_date,slate_date,event_id,game_id,commence_time,home_team,away_team,team,opponent,platform,platform_key,player,market,direction,line,sportsbook_odds,projection,raw_projection_edge,probability,sportsbook_implied_probability,no_vig_implied_probability,probability_edge,expected_value,fair_odds,grade,confidence_tier,distribution_method,calibration_sample_size,validation_mae,kelly_fraction,recommended_bankroll_fraction,fetched_at,logged_at,stake,closing_line,closing_odds,actual_result,outcome,profit,grading_status,grading_note,matched_game_pk,graded_at
2026-07-17|||betr|austin wells|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,New York Yankees,Los Angeles Dodgers,Betr,,Austin Wells,hitter_runs,Under,0.5,-100,0.354,-0.146,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,WIN,1.0,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|jasson domínguez|hitter_fantasy_score|under|6.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,New York Yankees,Los Angeles Dodgers,Betr,,Jasson Domínguez,hitter_fantasy_score,Under,6.5,-100,6.491,-0.009,0.6335,0.5,0.5,0.1335,0.267,-173.0,B+,Good,empirical_holdout_residuals,5346.0,5.5305,0.267,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,7.0,LOSS,-1.0,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betmgm|shohei ohtani|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,BetMGM,,Shohei Ohtani,hitter_hits_runs_rbis,Under,2.5,-145,2.08,-0.42,0.6804,0.5918,0.5541,0.1262,0.1496,-213.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2169,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,WIN,0.6896551724137931,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|shohei ohtani|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,Fanatics,,Shohei Ohtani,hitter_hits_runs_rbis,Under,2.5,-150,2.08,-0.42,0.6804,0.6,0.5516,0.1288,0.1339,-213.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.2009,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,0.0,WIN,0.6666666666666666,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|shohei ohtani|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,Novig,,Shohei Ohtani,hitter_hits_runs_rbis,Under,2.5,-102,2.08,-0.42,0.6804,0.505,0.505,0.1754,0.3474,-213.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.3543,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,0.0,WIN,0.9803921568627451,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|shohei ohtani|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,Fanatics,,Shohei Ohtani,hitter_rbis,Under,0.5,-165,0.513,0.013,0.722,0.6226,0.5724,0.1496,0.1596,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.2633,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,WIN,0.6060606060606061,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||bet365|shohei ohtani|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,Bet365,,Shohei Ohtani,hitter_runs,Under,0.5,110,0.611,0.111,0.6325,0.4762,0.4425,0.19,0.3282,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2984,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,0.0,WIN,1.1,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||hardrock|shohei ohtani|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:05:00Z,,,Los Angeles Dodgers,New York Yankees,Hardrock,,Shohei Ohtani,hitter_runs,Under,0.5,110,0.611,0.111,0.6325,0.4762,0.4459,0.1866,0.3282,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2984,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,0.0,WIN,1.1,GRADED,,823524.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|brandon lowe|hitter_hits|over|0.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Betr,,Brandon Lowe,hitter_hits,Over,0.5,100,1.008,0.508,0.5803,0.5,0.5,0.0803,0.1606,-138.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.1606,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betr|brandon lowe|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Betr,,Brandon Lowe,hitter_total_bases,Over,0.5,100,1.79,1.29,0.7571,0.5,0.5,0.2571,0.5141,-312.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.5141,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betr|bryan reynolds|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Betr,,Bryan Reynolds,hitter_total_bases,Over,0.5,100,1.646,1.146,0.6856,0.5,0.5,0.1856,0.3713,-218.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3713,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betr|chase delauter|hitter_fantasy_score|under|6.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Betr,,Chase DeLauter,hitter_fantasy_score,Under,6.5,-100,7.318,0.818,0.5833,0.5,0.5,0.0833,0.1665,-140.0,B,Playable,empirical_holdout_residuals,5346.0,5.5305,0.1665,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||caesars|gavin williams|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Caesars,,Gavin Williams,pitcher_outs,Under,17.5,124,16.837,-0.663,0.5855,0.4464,0.4181,0.1673,0.3114,-141.0,B,Playable,normal_residual_std,,,0.2512,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||novig|gavin williams|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Novig,,Gavin Williams,pitcher_outs,Under,17.5,127,16.837,-0.663,0.5855,0.4405,0.4274,0.1581,0.329,-141.0,B,Playable,normal_residual_std,,,0.2591,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||parx|gavin williams|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Parx,,Gavin Williams,pitcher_outs,Under,17.5,120,16.837,-0.663,0.5855,0.4545,0.422,0.1635,0.288,-141.0,B,Playable,normal_residual_std,,,0.24,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||pinnacle|gavin williams|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,Pittsburgh Pirates,Pinnacle,,Gavin Williams,pitcher_outs,Under,17.5,131,16.837,-0.663,0.5855,0.4329,0.4044,0.1811,0.3524,-141.0,B,Playable,normal_residual_std,,,0.269,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betrivers|gavin williams|pitcher_strikeouts|under|7.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,,BetRivers,,Gavin Williams,pitcher_strikeouts,Under,7.5,-157,5.481,-2.019,0.8118,0.6109,0.57,0.2418,0.3289,-431.0,A+,Elite,poisson,,,0.5164,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||novig|gavin williams|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,,Novig,,Gavin Williams,pitcher_strikeouts,Under,6.5,133,5.481,-1.019,0.689,0.4292,0.4069,0.2821,0.6054,-222.0,A,Strong,poisson,,,0.4552,0.025,2026-07-17T07:12:12Z,2026-07-17T07:12:46.528714+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||pinnacle|gavin williams|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,,Pinnacle,,Gavin Williams,pitcher_strikeouts,Under,6.5,123,5.481,-1.019,0.689,0.4484,0.4187,0.2703,0.5365,-222.0,A,Strong,poisson,,,0.4362,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||underdog|gavin williams|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Cleveland Guardians,,Underdog,,Gavin Williams,pitcher_strikeouts,Under,6.5,146,5.481,-1.019,0.689,0.4065,0.3788,0.3102,0.695,-222.0,A,Strong,poisson,,,0.476,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betr|henry davis|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Betr,,Henry Davis,hitter_runs,Under,0.5,-100,0.382,-0.118,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||parx|jake mangum|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Parx,,Jake Mangum,hitter_hits,Under,1.5,-250,0.897,-0.603,0.7978,0.7143,0.6729,0.1249,0.1169,-395.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.2922,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,,,,UNRESOLVED,,,
,2026-07-17,,f9c5890166859cf8,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Parx,parx,Jared Jones,pitcher_outs,Under,15.5,-167,14.38,-1.1199999999999992,0.6423330864492462,0.6254681647940075,0.5824275503980232,0.059905536051223,0.0269636771374175,-180.0,B,Playable,normal_residual_std,,,0.0450293408194873,0.0112573352048718,2026-07-17T21:11:51Z,2026-07-17T21:13:27.372278+00:00,1.0,,,4.0,WIN,0.6060606060606061,UNRESOLVED,,823440.0,2026-07-17T02:27:20.059097+00:00
2026-07-17|||parx|jared jones|pitcher_outs|under|15.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,Cleveland Guardians,Parx,,Jared Jones,pitcher_outs,Under,15.5,-167,14.38,-1.12,0.6423,0.6255,0.5824,0.0599,0.027,-180.0,B,Playable,normal_residual_std,,,0.045,0.0113,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betr|jared jones|pitcher_strikeouts|under|5.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Pittsburgh Pirates,,Betr,,Jared Jones,pitcher_strikeouts,Under,5.5,-100,4.805,-0.695,0.6501,0.5,0.5,0.1501,0.3003,-186.0,A,Strong,poisson,,,0.3003,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||prophetx|jonathan aranda|hitter_hits|over|0.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,Prophetx,,Jonathan Aranda,hitter_hits,Over,0.5,121,1.02,0.52,0.5824,0.4525,0.434,0.1484,0.287,-139.0,B,Playable,empirical_holdout_residuals,5296.0,0.6828,0.2372,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||betmgm|jonny deluca|hitter_hits_runs_rbis|under|1.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,BetMGM,,Jonny DeLuca,hitter_hits_runs_rbis,Under,1.5,-110,1.499,-0.001,0.6098,0.5238,0.4899,0.1199,0.1641,-156.0,B+,Good,empirical_holdout_residuals,5346.0,1.5192,0.1805,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||prophetx|junior caminero|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,Prophetx,,Junior Caminero,hitter_hits,Under,1.5,-107,0.947,-0.553,0.7961,0.5169,0.4956,0.3005,0.5401,-390.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.5779,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||prophetx|junior caminero|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,Prophetx,,Junior Caminero,hitter_hits_runs_rbis,Under,2.5,-106,2.002,-0.498,0.6914,0.5146,0.4934,0.198,0.3436,-224.0,A,Strong,empirical_holdout_residuals,5346.0,1.5192,0.3642,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||prophetx|junior caminero|hitter_total_bases|under|1.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,Prophetx,,Junior Caminero,hitter_total_bases,Under,1.5,620,1.59,0.09,0.6336,0.1389,0.1348,0.4988,3.5621,-173.0,B+,Good,empirical_holdout_residuals,5296.0,1.3495,0.5745,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||fanatics|mason englert|pitcher_strikeouts|under|4.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,,Fanatics,,Mason Englert,pitcher_strikeouts,Under,4.5,-145,1.996,-2.504,0.9477,0.5918,0.5541,0.3936,0.6013,-1812.0,A+,Elite,poisson,,,0.8719,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,4.0,WIN,0.6896551724137931,GRADED,,824737.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||fanatics|yandy diaz|hitter_hits_runs_rbis|under|2.5,2026-07-17,,,,2026-07-17T23:10:00Z,,,Tampa Bay Rays,Boston Red Sox,Fanatics,,Yandy Diaz,hitter_hits_runs_rbis,Under,2.5,-140,1.895,-0.605,0.7039,0.5833,0.5385,0.1654,0.2067,-238.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.2893,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,,,,UNRESOLVED,,,
2026-07-17|||underdog|alejandro osuna|hitter_rbis|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Underdog,,Alejandro Osuna,hitter_rbis,Under,0.5,-100,0.26,-0.24,0.7226,0.5,0.683,0.0395,0.4452,-260.0,B,Playable,empirical_holdout_residuals,5296.0,0.6272,0.4452,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,0.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|anthony kay|pitcher_outs|under|15.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Chicago White Sox,Toronto Blue Jays,Novig,,Anthony Kay,pitcher_outs,Under,15.5,-170,14.042,-1.458,0.6825,0.6296,0.5998,0.0828,0.084,-215.0,A,Strong,normal_residual_std,,,0.1428,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,12.0,WIN,0.5882352941176471,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||parx|anthony kay|pitcher_outs|under|15.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Chicago White Sox,Toronto Blue Jays,Parx,,Anthony Kay,pitcher_outs,Under,15.5,-152,14.042,-1.458,0.6825,0.6032,0.5612,0.1214,0.1316,-215.0,A,Strong,normal_residual_std,,,0.2,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,12.0,WIN,0.6578947368421053,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|anthony kay|pitcher_outs|under|15.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Chicago White Sox,Toronto Blue Jays,Pinnacle,,Anthony Kay,pitcher_outs,Under,15.5,-152,14.042,-1.458,0.6825,0.6032,0.5635,0.1191,0.1316,-215.0,A,Strong,normal_residual_std,,,0.2,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,12.0,WIN,0.6578947368421053,GRADED,,822789.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|austin riley|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Austin Riley,hitter_runs,Under,0.5,-100,0.476,-0.024,0.6325,0.5,0.5,0.1325,0.265,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.265,0.025,2026-07-17T09:08:20Z,2026-07-17T09:09:51.013105+00:00,,,,2.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|brandon nimmo|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Brandon Nimmo,hitter_total_bases,Over,0.5,100,1.717,1.217,0.7228,0.5,0.5,0.2228,0.4455,-261.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.4455,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,2.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||prophetx|brandon nimmo|hitter_total_bases|over|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Prophetx,,Brandon Nimmo,hitter_total_bases,Over,0.5,550,1.717,1.217,0.7228,0.1538,0.1461,0.5766,3.698,-261.0,A+,Elite,empirical_holdout_residuals,5296.0,1.3495,0.6724,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,WIN,5.5,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|cal quantrill|pitcher_outs|under|15.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Novig,,Cal Quantrill,pitcher_outs,Under,15.5,-178,13.917,-1.583,0.6969,0.6403,0.587,0.1099,0.0884,-230.0,A,Strong,normal_residual_std,,,0.1573,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,12.0,WIN,0.5617977528089888,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|cam cauley|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Texas Rangers,Atlanta Braves,Betr,,Cam Cauley,hitter_runs,Under,0.5,-100,0.296,-0.204,0.6331,0.5,0.5,0.1331,0.2661,-173.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2661,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,1.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||bet365|chris sale|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Bet365,,Chris Sale,pitcher_outs,Under,17.5,132,15.818,-1.682,0.7081,0.431,0.4038,0.3042,0.6427,-243.0,A+,Elite,normal_residual_std,,,0.4869,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,21.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betmgm|chris sale|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,BetMGM,,Chris Sale,pitcher_outs,Under,17.5,130,15.818,-1.682,0.7081,0.4348,0.4059,0.3021,0.6285,-243.0,A+,Elite,normal_residual_std,,,0.4835,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,21.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|chris sale|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Novig,,Chris Sale,pitcher_outs,Under,17.5,150,15.818,-1.682,0.7081,0.4,0.4,0.3081,0.7701,-243.0,A+,Elite,normal_residual_std,,,0.5134,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,21.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|chris sale|pitcher_outs|under|17.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Pinnacle,,Chris Sale,pitcher_outs,Under,17.5,133,15.818,-1.682,0.7081,0.4292,0.4013,0.3067,0.6498,-243.0,A+,Elite,normal_residual_std,,,0.4885,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,21.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||bet365|chris sale|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,Bet365,,Chris Sale,pitcher_strikeouts,Under,6.5,120,5.198,-1.302,0.7327,0.4545,0.4248,0.3079,0.6119,-274.0,A+,Elite,poisson,,,0.5099,0.025,2026-07-17T07:12:12Z,2026-07-17T07:12:46.528714+00:00,,,,6.0,WIN,1.2,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betmgm|chris sale|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,BetMGM,,Chris Sale,pitcher_strikeouts,Under,6.5,115,5.198,-1.302,0.7327,0.4651,0.4335,0.2992,0.5753,-274.0,A+,Elite,poisson,,,0.5003,0.025,2026-07-17T08:30:40Z,2026-07-17T08:32:21.616021+00:00,,,,6.0,WIN,1.15,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betrivers|chris sale|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,BetRivers,,Chris Sale,pitcher_strikeouts,Under,6.5,117,5.198,-1.302,0.7327,0.4608,0.43,0.3027,0.59,-274.0,A+,Elite,poisson,,,0.5042,0.025,2026-07-17T17:35:32Z,2026-07-17T17:37:10.240700+00:00,,,,6.0,WIN,1.17,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|chris sale|pitcher_strikeouts|under|7.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,Betr,,Chris Sale,pitcher_strikeouts,Under,7.5,-100,5.198,-2.302,0.8451,0.5,0.5,0.3451,0.6903,-546.0,A+,Elite,poisson,,,0.6903,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,6.0,WIN,1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|chris sale|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,Novig,,Chris Sale,pitcher_strikeouts,Under,6.5,130,5.198,-1.302,0.7327,0.4348,0.4064,0.3263,0.6852,-274.0,A+,Elite,poisson,,,0.5271,0.025,2026-07-17T06:53:19Z,2026-07-17T06:53:51.697322+00:00,,,,6.0,WIN,1.3,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||novig|chris sale|pitcher_strikeouts|under|7.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,Novig,,Chris Sale,pitcher_strikeouts,Under,7.5,-120,5.198,-2.302,0.8451,0.5455,0.5315,0.3136,0.5494,-546.0,A+,Elite,poisson,,,0.6593,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,6.0,WIN,0.8333333333333334,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||pinnacle|chris sale|pitcher_strikeouts|under|6.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,,Pinnacle,,Chris Sale,pitcher_strikeouts,Under,6.5,118,5.198,-1.302,0.7327,0.4587,0.4253,0.3074,0.5973,-274.0,A+,Elite,poisson,,,0.5062,0.025,2026-07-17T08:38:25Z,2026-07-17T08:41:23.609205+00:00,,,,6.0,WIN,1.18,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||betr|dominic smith|hitter_runs|under|0.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Betr,,Dominic Smith,hitter_runs,Under,0.5,-100,0.357,-0.143,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-17T07:24:47Z,2026-07-17T07:27:06.695765+00:00,,,,2.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
2026-07-17|||parx|drake baldwin|hitter_hits|under|1.5,2026-07-17,,,,2026-07-17T23:15:00Z,,,Atlanta Braves,Texas Rangers,Parx,,Drake Baldwin,hitter_hits,Under,1.5,-220,0.901,-0.599,0.7976,0.6875,0.6456,0.152,0.1601,-394.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.3523,0.025,2026-07-17T21:11:51Z,2026-07-17T21:13:27.869549+00:00,,,,3.0,LOSS,-1.0,GRADED,,824901.0,2026-07-18T05:02:19.714710+00:00
